store,outlet_code,scraped_at_utc,item_id,item_code,name,long_description,uom,price,is_promo,promo_percent,promo_type_id,promo_header_id,final_price,stock_in_hand,is_available,is_selling_today,min_qty,max_qty,department_code,sub_department_code,category_code,image_url
keells,SCDR,2026-02-25T05:14:54+00:00,38156,116647,Keells Garbage Bags Xxxl 10S,KEELLS GARBAGE BAGS XXXL 10S,NO,949.0,False,,,,949.0,6.0,True,True,1.0,99.0,H,H2K,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116647.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,55995,114975,Keells Tea Bopf Pouch 400g,KEELLS TEA BOPF POUCH 400G,NO,990.0,False,,,,990.0,7.0,True,True,1.0,99.0,B,B0H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic114975.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,19182,100918,Keells Chilli Paste 325g,KEELLS CHILLI PASTE 325G,NO,1105.0,False,,,,1105.0,10.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic100918.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,48932,105774,Keells Seeni Sambol 350g,KEELLS SEENI SAMBOL 350G,NO,1150.0,False,,,,1150.0,4.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic105774.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32443,119467,Keells Pistachios Roasted & Salted 100g,KEELLS PISTACHIOS ROASTED & SALTED 100G,NO,1225.0,False,,,,1225.0,8.0,True,True,1.0,99.0,G,GSN,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119467.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56349,117943,Keells Green Gram Dhal 500g,KEELLS GREEN GRAM DHAL 500G,NO,1290.0,False,,,,1290.0,2.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117943.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,25714,111614,Keells Vegetarian Chilli Paste 325g,KEELLS VEGETARIAN CHILLI PASTE 325G,NO,1305.0,False,,,,1305.0,3.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111614.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56386,117977,Keells Fried Onion Sambol 250g,KEELLS FRIED ONION SAMBOL 250G,NO,1350.0,False,,,,1350.0,4.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117977.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,2097,120237,Keells Soy Milk Powder Packet 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,KEELLS SOY MILK POWDER PACKET 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,NO,1600.0,True,5.0,2,33722,1520.0,9.0,True,True,1.0,99.0,B,B0G,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120237.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,43513,109391,Keells Tea Kahata Pouch 1kg,KEELLS TEA KAHATA POUCH 1KG,NO,1950.0,False,,,,1950.0,4.0,True,True,1.0,99.0,B,B0H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109391.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56352,117946,Keells Kidney Beans 250g,KEELLS KIDNEY BEANS 250G,NO,730.0,False,,,,730.0,2.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117946.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32649,119653,Keells Wash & Wax 550ml,KEELLS WASH & WAX 550ML,NO,735.0,False,,,,735.0,6.0,True,True,1.0,99.0,H,H2J,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119653.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,25716,111616,Keells Malay Pickle 350g,KEELLS MALAY PICKLE 350G,NO,755.0,False,,,,755.0,2.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111616.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,25715,111615,Keells Sinhala Pickle 350g,KEELLS SINHALA PICKLE 350G,NO,760.0,False,,,,760.0,6.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111615.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56560,118132,Keells Food Container,KEELLS FOOD CONTAINER,NO,790.0,False,,,,790.0,3.0,True,True,1.0,99.0,H,H1W,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic118132.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32622,119629,Keells Foil Container 2000ml,KEELLS FOIL CONTAINER 2000ML,NO,791.0,False,,,,791.0,1.0,True,True,1.0,99.0,H,H1V,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119629.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56363,117956,Keells Toor Dhal 500g,KEELLS TOOR DHAL 500G,NO,800.0,False,,,,800.0,5.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117956.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,48695,105497,Keells Tomato Sauce 850g,KEELLS TOMATO SAUCE 850G,NO,820.0,False,,,,820.0,4.0,True,True,1.0,99.0,G,G14,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic105497.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,2151,120286,Keells Spring Roll Chicken 12S 350g,KEELLS SPRING ROLL CHICKEN 12S 350G,NO,820.0,False,,,,820.0,1.0,True,True,1.0,99.0,D,D0V,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120286.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,48696,105498,Keells Chilli Sauce 850g,KEELLS CHILLI SAUCE 850G,NO,850.0,False,,,,850.0,5.0,True,True,1.0,99.0,G,G14,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic105498.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32637,119642,Keells Soy Ice Cream Chocolate 500Ml                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,KEELLS SOY ICE CREAM CHOCOLATE 500ML                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,NO,940.0,False,,,,940.0,1.0,True,True,1.0,99.0,D,D0Q,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119642.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,42609,104201,Keells Red Cowpea 500g,KEELLS RED COWPEA 500G,NO,945.0,False,,,,945.0,10.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic104201.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,1436,115947,Keells Drinking Chocolate Powder Tin 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,KEELLS DRINKING CHOCOLATE POWDER TIN 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,NO,948.0,False,,,,948.0,3.0,True,True,1.0,99.0,B,B0F,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic115947.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,38156,116647,Keells Garbage Bags Xxxl 10S,KEELLS GARBAGE BAGS XXXL 10S,NO,949.0,False,,,,949.0,6.0,True,True,1.0,99.0,H,H2K,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic116647.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,55995,114975,Keells Tea Bopf Pouch 400g,KEELLS TEA BOPF POUCH 400G,NO,990.0,False,,,,990.0,7.0,True,True,1.0,99.0,B,B0H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic114975.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,19182,100918,Keells Chilli Paste 325g,KEELLS CHILLI PASTE 325G,NO,1105.0,False,,,,1105.0,10.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic100918.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,48932,105774,Keells Seeni Sambol 350g,KEELLS SEENI SAMBOL 350G,NO,1150.0,False,,,,1150.0,4.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic105774.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,32443,119467,Keells Pistachios Roasted & Salted 100g,KEELLS PISTACHIOS ROASTED & SALTED 100G,NO,1225.0,False,,,,1225.0,8.0,True,True,1.0,99.0,G,GSN,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic119467.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56349,117943,Keells Green Gram Dhal 500g,KEELLS GREEN GRAM DHAL 500G,NO,1290.0,False,,,,1290.0,2.0,True,True,1.0,99.0,G,G1H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117943.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,25714,111614,Keells Vegetarian Chilli Paste 325g,KEELLS VEGETARIAN CHILLI PASTE 325G,NO,1305.0,False,,,,1305.0,3.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic111614.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,56386,117977,Keells Fried Onion Sambol 250g,KEELLS FRIED ONION SAMBOL 250G,NO,1350.0,False,,,,1350.0,4.0,True,True,1.0,99.0,G,G1D,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic117977.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,2097,120237,Keells Soy Milk Powder Packet 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,KEELLS SOY MILK POWDER PACKET 200G                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,NO,1600.0,True,5.0,2,33722,1520.0,9.0,True,True,1.0,99.0,B,B0G,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic120237.jpg
keells,SCDR,2026-02-25T05:14:54+00:00,43513,109391,Keells Tea Kahata Pouch 1kg,KEELLS TEA KAHATA POUCH 1KG,NO,1950.0,False,,,,1950.0,4.0,True,True,1.0,99.0,B,B0H,,https://essstr.blob.core.windows.net/essimg/350x/Small/Pic109391.jpg
